Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:43,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:52,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:53,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/16/2021 23:54,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:05,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:05,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:05,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:05,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:06,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:06,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:06,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:06,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:07,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:08,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:09,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:10,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:10,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:10,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:10,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:10,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:10,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:11,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:12,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:12,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:12,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:12,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:12,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:14,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:15,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:15,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:15,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:15,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:15,4th year,Bad,25,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,Yes,No,No,No,7
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:18,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:19,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:20,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:21,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:22,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:23,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
